GEO_ID	NAME	DP03_0001E	DP03_0002E	DP03_0003E	DP03_0004E	DP03_0005E	DP03_0006E	DP03_0007E	DP03_0008E	DP03_0009E	DP03_0010E	DP03_0011E	DP03_0012E	DP03_0013E	DP03_0014E	DP03_0015E	DP03_0016E	DP03_0017E	DP03_0018E	DP03_0019E	DP03_0020E	DP03_0021E	DP03_0022E	DP03_0023E	DP03_0024E	DP03_0025E	DP03_0026E	DP03_0027E	DP03_0028E	DP03_0029E	DP03_0030E	DP03_0031E	DP03_0032E	DP03_0033E	DP03_0034E	DP03_0035E	DP03_0036E	DP03_0037E	DP03_0038E	DP03_0039E	DP03_0040E	DP03_0041E	DP03_0042E	DP03_0043E	DP03_0044E	DP03_0045E	DP03_0046E	DP03_0047E	DP03_0048E	DP03_0049E	DP03_0050E	DP03_0051E	DP03_0052E	DP03_0053E	DP03_0054E	DP03_0055E	DP03_0056E	DP03_0057E	DP03_0058E	DP03_0059E	DP03_0060E	DP03_0061E	DP03_0062E	DP03_0063E	DP03_0064E	DP03_0065E	DP03_0066E	DP03_0067E	DP03_0068E	DP03_0069E	DP03_0070E	DP03_0071E	DP03_0072E	DP03_0073E	DP03_0074E	DP03_0075E	DP03_0076E	DP03_0077E	DP03_0078E	DP03_0079E	DP03_0080E	DP03_0081E	DP03_0082E	DP03_0083E	DP03_0084E	DP03_0085E	DP03_0086E	DP03_0087E	DP03_0088E	DP03_0089E	DP03_0090E	DP03_0091E	DP03_0092E	DP03_0093E	DP03_0094E	DP03_0095E	DP03_0096E	DP03_0097E	DP03_0098E	DP03_0099E	DP03_0100E	DP03_0101E	DP03_0102E	DP03_0103E	DP03_0104E	DP03_0105E	DP03_0106E	DP03_0107E	DP03_0108E	DP03_0109E	DP03_0110E	DP03_0111E	DP03_0112E	DP03_0113E	DP03_0114E	DP03_0115E	DP03_0116E	DP03_0117E	DP03_0118E	DP03_0119E	DP03_0120E	DP03_0121E	DP03_0122E	DP03_0123E	DP03_0124E	DP03_0125E	DP03_0126E	DP03_0127E	DP03_0128E	DP03_0129E	DP03_0130E	DP03_0131E	DP03_0132E	DP03_0133E	DP03_0134E	DP03_0135E	DP03_0136E	DP03_0137E
1400000US36047001800	"Census Tract 18, Kings County, New York"	1897	0	0	0	0	0	1897	0	(X)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	-	0	-	0	-	0	-	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	13075	0	-	-	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047002000	"Census Tract 20, Kings County, New York"	1151	742	742	650	92	0	409	742	(X)	598	341	341	302	60	49	213	152	623	54	41	391	137	0	0	39.3	650	89	311	112	53	85	650	0	56	37	18	33	21	14	17	49	134	189	49	33	650	571	58	21	0	393	25	21	49	65	54	58	47	34	27	13	45511	65051	305	71192	43	12281	38	23411	44	12886	50	17448	125	269	22	0	29	38	43	39	34	46	5	13	60284	71108	18480	124	24500	23846	21391	23860	40735	1412	1128	493	650	284	291	18	1048	713	639	466	318	152	173	74	39	0	39	35	335	292	72	220	43	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047002100	"Census Tract 21, Kings County, New York"	4089	3597	3597	3450	147	0	492	3597	(X)	2038	1721	1721	1635	526	379	492	359	3450	183	107	2292	247	269	352	33.4	3450	2870	95	485	0	0	3450	0	28	61	16	220	19	315	655	1095	533	227	133	148	3450	3009	200	225	16	2160	50	11	0	48	16	139	136	287	305	1168	228276	286383	2122	280431	52	30762	131	42600	0	-	0	-	0	1279	0	0	0	18	0	92	79	136	153	801	"250,000+"	343554	121521	881	187682	202556	108451	148281	102105	5106	4958	4723	360	148	1028	0	3951	3558	3411	3263	3190	94	148	147	147	98	49	0	393	393	324	69	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047002200	"Census Tract 22, Kings County, New York"	3904	2180	2180	1975	205	0	1724	2180	(X)	2088	1020	1020	838	154	86	718	514	1897	346	44	1262	168	42	35	46.4	1975	644	395	225	315	396	1975	0	376	156	21	115	165	95	67	149	396	287	129	19	1975	1799	96	80	0	1625	150	83	186	143	341	314	110	118	61	119	41811	72841	1167	84306	464	14396	305	23235	194	10004	93	6200	496	1094	72	33	111	108	254	193	77	171	22	53	45385	65658	24238	531	30987	40706	31496	40357	52679	4567	3725	1599	2368	842	998	26	2891	2064	1859	1311	945	378	548	205	136	74	62	69	827	628	116	527	199	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047002300	"Census Tract 23, Kings County, New York"	3349	1783	1783	1086	697	0	1566	1783	(X)	2072	1097	1097	695	214	192	711	574	1060	81	35	776	88	6	74	47.8	1086	250	551	188	5	92	1086	0	0	57	0	117	0	0	45	158	463	100	59	87	1086	837	176	60	13	1622	415	245	348	244	158	82	28	67	35	0	18387	28153	851	37461	540	9199	141	13199	410	8983	350	2410	872	1192	162	175	316	209	158	73	28	36	35	0	22738	31974	10990	430	8643	17462	22171	23764	33023	4219	3793	1357	3076	426	1126	81	2539	1644	1019	881	576	493	138	625	548	19	529	77	895	774	256	613	121	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047002901	"Census Tract 29.01, Kings County, New York"	3362	1769	1769	1517	252	0	1593	1769	(X)	2084	1160	1160	934	438	269	742	470	1507	71	21	1088	279	48	0	39.6	1517	207	553	472	96	189	1517	0	76	128	10	205	86	0	31	164	536	143	54	84	1517	1178	254	77	8	1383	253	118	237	208	298	112	56	43	58	0	29651	38732	1023	44316	330	10458	104	13499	266	8559	263	2847	753	868	127	34	105	121	251	73	56	43	58	0	38947	48110	13175	515	20208	22462	18722	29238	39320	4447	4285	1275	3312	162	1321	36	2796	1623	1449	1377	691	737	72	174	174	10	174	0	1173	1119	157	1021	54	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047003000	"Census Tract 30, Kings County, New York"	1380	934	934	896	38	0	446	934	(X)	698	462	462	439	132	99	246	160	887	361	42	341	96	33	14	43.2	896	499	131	134	58	74	896	3	48	39	19	81	61	27	43	115	325	27	77	31	896	645	180	71	0	712	53	32	37	63	73	41	106	109	95	103	88750	112903	573	122778	196	18790	145	22966	26	7273	2	N	58	440	10	27	0	37	49	16	44	77	77	103	124286	144935	46787	272	58000	61086	61136	84338	70750	1718	1659	1320	435	59	405	0	1040	868	830	793	731	77	37	38	38	22	16	0	172	150	129	26	22	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047003100	"Census Tract 31, Kings County, New York"	2868	1604	1604	1565	39	0	1264	1604	(X)	1594	845	845	827	229	159	143	138	1554	158	14	1036	205	46	95	35.6	1565	1215	175	111	23	41	1565	0	24	65	5	71	70	103	172	429	421	62	73	70	1565	1206	281	78	0	1139	49	15	25	49	99	92	155	204	164	287	116250	145284	913	159980	273	17801	292	34925	32	15041	30	5767	29	580	24	11	10	19	55	32	94	68	81	186	116429	165451	53513	559	110848	121198	70332	107721	84167	2861	2823	2651	487	38	480	0	1993	1521	1492	1470	1441	61	22	29	29	29	0	0	472	456	440	31	16	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047003300	"Census Tract 33, Kings County, New York"	3610	2904	2904	2821	83	0	706	2904	(X)	1921	1350	1350	1316	247	207	361	287	2800	251	21	1882	286	172	188	32.8	2821	2216	210	289	40	66	2821	0	50	59	18	179	87	259	502	800	430	184	147	106	2821	2274	302	237	8	2160	201	49	32	90	112	212	145	386	340	593	136250	179334	1918	187224	190	14810	183	16103	96	11655	36	500	267	817	28	0	10	15	44	119	93	169	109	230	143464	222551	91604	1343	131250	148532	80371	105714	102962	4202	4145	3523	822	57	631	0	3361	2816	2733	2689	2537	198	44	83	70	70	0	13	545	545	294	293	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047003400	"Census Tract 34, Kings County, New York"	2543	1673	1673	1660	13	0	870	1673	(X)	1325	823	823	810	190	150	421	296	1560	427	89	831	134	21	58	42.9	1660	727	355	337	88	153	1660	9	74	100	40	102	102	70	87	378	400	97	108	93	1660	1230	310	120	0	1222	57	31	106	28	196	155	142	255	78	174	78833	104845	953	115493	325	19914	240	26072	20	N	60	5473	132	826	42	13	109	15	30	100	83	209	73	152	110234	121809	40170	396	44276	64089	49759	80962	73875	3152	2871	1936	1112	281	658	0	1987	1607	1594	1359	1121	255	235	13	13	0	13	0	380	341	204	158	39	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047003500	"Census Tract 35, Kings County, New York"	1669	1250	1250	1174	76	0	419	1250	(X)	841	581	581	540	123	67	134	92	1119	61	43	806	60	41	108	35.1	1174	791	136	182	40	25	1174	0	20	41	0	62	24	60	139	306	250	155	71	46	1174	851	176	147	0	1000	79	20	80	34	106	85	78	173	74	271	112917	161716	822	182154	183	20201	82	32570	72	8074	30	3283	60	430	5	8	0	26	54	47	0	75	27	188	146250	216262	84680	570	79000	116509	79875	87019	86667	1904	1801	1465	502	103	269	0	1396	1197	1121	1043	974	86	78	76	76	56	35	0	199	182	114	87	17	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047003600	"Census Tract 36, Kings County, New York"	2997	1952	1952	1880	72	0	1045	1952	(X)	1711	1014	1014	964	306	217	217	153	1831	369	53	1169	111	55	74	47.1	1880	999	227	468	48	138	1880	0	46	93	37	179	98	46	181	247	579	131	93	150	1880	1334	433	113	0	1753	94	114	166	170	152	236	225	290	78	228	69632	98408	1291	115645	498	17519	319	25676	131	9599	23	4309	178	866	9	24	66	85	26	69	141	228	60	158	105909	129946	49598	887	48414	67446	55056	75222	57386	3498	3433	2604	1308	65	540	0	2205	1818	1754	1719	1546	180	35	64	51	17	41	13	387	370	210	160	17	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047003700	"Census Tract 37, Kings County, New York"	1958	1699	1699	1690	9	0	259	1699	(X)	1001	814	814	805	211	158	89	45	1676	67	0	1347	103	41	118	30.9	1690	1245	133	284	6	22	1690	0	0	71	60	101	37	156	250	559	221	78	71	86	1690	1494	167	29	0	1184	60	0	46	53	60	80	91	176	183	435	155682	178285	1110	186447	75	10905	11	N	0	-	10	N	57	457	0	0	0	32	11	25	37	55	31	266	234861	235060	93945	727	131417	141110	100431	126719	91328	2248	2179	2064	171	69	316	0	1872	1686	1686	1617	1566	67	69	0	0	0	0	0	186	186	161	35	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047003800	"Census Tract 38, Kings County, New York"	1140	579	579	542	37	0	561	579	(X)	563	250	250	238	126	108	119	69	536	213	0	238	53	0	32	44.8	542	354	57	79	35	17	542	0	55	10	12	13	16	19	71	83	189	28	28	18	542	354	138	50	0	605	34	50	45	58	27	74	68	96	44	109	81576	109414	409	111729	269	23211	144	31749	33	5200	0	-	44	366	0	5	30	50	22	25	42	82	26	84	103333	132310	48516	239	62656	73758	67903	85156	83750	1371	1307	1001	522	64	256	0	758	527	490	446	432	18	44	37	37	4	33	0	231	211	124	93	20	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047003900	"Census Tract 39, Kings County, New York"	1826	1463	1463	1389	74	0	363	1463	(X)	1008	747	747	693	193	193	250	173	1372	64	0	993	111	83	121	31.9	1389	1045	118	188	7	31	1389	0	55	17	0	27	35	143	157	362	293	183	50	67	1389	1156	112	121	0	1104	22	19	95	92	37	85	182	178	124	270	105000	137164	988	136832	146	20834	122	33145	66	10479	44	6436	118	426	0	0	0	0	8	54	38	93	47	186	180455	206077	67095	678	81056	89223	75747	100885	76702	2262	2220	2014	439	42	463	0	1615	1441	1367	1342	1284	87	25	74	57	45	29	17	174	174	119	74	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047004100	"Census Tract 41, Kings County, New York"	2966	2204	2204	2111	93	0	762	2204	(X)	1417	1007	1007	971	347	266	352	258	2090	115	15	1534	148	80	198	34.1	2111	1679	125	241	28	38	2111	0	28	44	29	237	12	173	290	447	427	273	76	75	2111	1772	181	158	0	1359	42	8	42	41	35	76	130	235	197	553	166339	249555	1264	249312	148	24264	120	36319	0	-	27	N	11	713	21	8	9	13	13	0	35	106	57	451	"250,000+"	344302	94831	646	107685	135487	86215	104677	92016	3388	3274	3080	411	114	733	0	2436	2155	2062	2010	1936	112	52	93	81	74	7	12	281	231	204	27	50	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047004300	"Census Tract 43, Kings County, New York"	3142	2619	2619	2526	93	0	523	2619	(X)	1412	1192	1192	1125	387	358	213	199	2497	114	8	1861	214	145	155	34.4	2526	1872	134	372	53	95	2526	0	26	94	26	208	14	189	303	842	391	234	75	124	2526	2109	175	242	0	1714	155	11	111	26	135	92	131	242	253	558	137095	197328	1569	201824	148	24991	79	37752	67	6675	115	3249	206	743	0	0	0	18	34	8	37	151	62	433	224844	300450	91089	971	81435	118373	80341	104886	93796	3711	3602	3084	716	109	634	0	2845	2543	2450	2349	2224	165	101	93	93	38	55	0	302	294	163	166	8	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047004400	"Census Tract 44, Kings County, New York"	2090	1236	1236	1207	29	0	854	1236	(X)	1004	527	527	517	171	81	321	199	1193	377	168	504	41	13	90	37.5	1207	707	146	266	55	33	1207	0	31	76	38	61	11	67	220	118	301	164	49	71	1207	927	150	110	20	990	31	45	16	6	98	161	59	196	132	246	118594	159892	751	161533	368	22437	220	48549	32	N	0	-	66	688	26	0	5	0	45	57	37	164	126	228	156429	195301	62429	302	59583	79227	63594	87339	78636	2518	2444	2037	693	74	522	5	1483	1101	1072	1026	982	44	46	29	24	24	0	5	382	370	255	129	12	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047004500	"Census Tract 45, Kings County, New York"	2766	2094	2094	2038	56	0	672	2094	(X)	1422	1005	1005	949	282	137	375	251	1979	88	22	1265	267	178	159	29.7	2038	1503	109	386	0	40	2038	11	0	60	31	107	15	199	334	581	359	182	94	65	2038	1723	147	168	0	1649	65	63	0	62	47	110	115	402	226	559	148064	187384	1387	194755	352	25133	207	45983	30	8003	0	-	12	703	0	0	0	7	30	56	0	119	82	409	225518	270744	92081	946	117826	123588	96759	131389	96389	3385	3316	3082	640	69	657	0	2244	1937	1881	1863	1839	43	18	56	46	46	0	10	307	266	236	54	41	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047004600	"Census Tract 46, Kings County, New York"	1019	521	521	508	13	0	498	521	(X)	520	209	209	203	101	66	196	141	480	146	15	211	33	6	69	45.8	508	310	54	100	36	8	508	0	36	17	21	56	0	28	81	49	124	52	13	31	508	452	42	14	0	501	18	6	35	30	48	37	36	56	84	151	131806	162445	375	160548	207	23916	92	31889	18	N	7	N	35	357	0	13	23	16	9	12	30	30	78	146	192031	201925	62715	144	48571	62599	72356	155223	103229	1301	1290	1047	391	11	317	0	698	460	453	453	421	32	0	7	7	0	7	0	238	227	187	40	11	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
1400000US36047004700	"Census Tract 47, Kings County, New York"	1327	1101	1101	1026	75	0	226	1101	(X)	720	573	573	542	261	232	283	197	990	81	26	643	50	83	107	39.7	1026	798	47	163	8	10	1026	0	8	24	14	68	10	81	122	284	237	81	47	50	1026	788	139	99	0	770	53	28	20	15	10	91	137	107	83	226	119500	172095	685	179869	109	18281	41	42276	38	8895	14	N	57	461	8	5	7	8	10	46	62	50	54	211	175313	231504	70767	309	83646	82436	82411	118676	82826	1877	1871	1692	263	6	557	0	1171	1038	963	957	922	38	6	75	75	66	9	0	133	133	108	41	0	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)	(X)
